Timestamp,Speed_kmh,Accel_ms2,Raw_RPM,Filtered_RPM,Brake_State,Control_Mode
2026-06-12 18:13:12.715,0.00,0.00,0.00,0.00,0,0
2026-06-12 18:13:12.765,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:12.815,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:12.866,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:12.916,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:12.967,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.018,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.068,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.118,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.168,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.219,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.269,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.319,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.370,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.420,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.471,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.521,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.571,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.622,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.672,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.723,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.773,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.824,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.874,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.924,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:13.974,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.025,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.075,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.126,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.176,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.227,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.277,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.327,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.378,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.428,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.478,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.529,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.579,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.630,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.680,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.731,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.781,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.831,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.882,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.932,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:14.983,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.033,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.083,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.134,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.184,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.235,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.285,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.335,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.386,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.436,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.487,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.537,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.590,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.638,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.688,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.739,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.789,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.839,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.890,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.940,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:15.991,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.041,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.091,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.142,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.192,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.243,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.293,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.343,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.394,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.444,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.495,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.545,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.595,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.646,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.696,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.747,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.798,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.848,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.899,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.949,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:16.998,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.049,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.099,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.150,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.201,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.251,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.301,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.351,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.402,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.452,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.503,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.553,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.603,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.654,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.704,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.755,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.805,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.855,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.906,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:17.956,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:18.007,0.00,0.00,0.00,0.00,2,0
2026-06-12 18:13:18.057,0.00,0.00,0.00,0.00,2,0
