Timestamp,Speed_kmh,Accel_ms2,Raw_RPM,Filtered_RPM,Brake_State,Control_Mode
2026-06-13 14:29:01.798,0.00,0.00,0.00,0.00,0,0
2026-06-13 14:29:01.848,0.00,0.00,0.00,0.00,0,2
2026-06-13 14:29:01.898,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:01.949,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:01.999,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.049,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.100,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.150,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.200,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.251,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.301,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.351,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.402,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.452,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.502,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.553,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.603,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.653,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.703,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.754,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.804,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.855,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.905,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:02.955,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.005,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.056,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.106,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.156,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.207,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.257,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.307,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.358,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.408,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.458,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.509,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.559,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.609,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.660,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.710,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.760,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.810,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.861,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.911,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:03.961,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.012,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.062,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.112,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.163,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.213,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.263,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.314,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.364,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.415,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.465,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.515,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.565,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.616,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.666,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.716,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.767,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.817,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.867,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.918,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:04.968,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:05.018,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:05.068,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:05.119,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:05.169,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:05.219,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:05.270,0.00,0.00,0.00,0.00,2,0
2026-06-13 14:29:05.320,0.00,0.00,0.00,0.00,1,0
2026-06-13 14:29:05.370,0.00,0.00,0.00,0.00,1,0
2026-06-13 14:29:05.421,0.00,0.00,0.00,0.00,1,0
2026-06-13 14:29:05.471,0.00,0.00,0.00,0.00,1,0
2026-06-13 14:29:05.521,0.00,0.00,0.00,0.00,1,0
